"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20752","@web client app login","","2026-08-19","passed","2026-08-19","","clientapp.spec.js","",""
